quantile,year_match,species,edge_position,Std.Error,region,edgetype,Class,taxongroup,FAO,habitat,feeding.mode,spawning.type,tl,offspring.size,fecundity,age.maturity,length.infinity,age.max,axis,predicted.var,sstSE,sst,sst_at_last_years_edge,sst_SE_at_last_years_edge,edge_position_last_year
quantile_0.01,1968,alosa pseudoharengus,104.317752706273,61.282018103808,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.42738555658530547,25.973451077813383,NA,NA,NA
quantile_0.01,1968,alosa pseudoharengus,104.317752706273,61.282018103808,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.5874299947348027,10.08868018393552,NA,NA,NA
quantile_0.01,1969,alosa pseudoharengus,104.317752706273,61.3582197165208,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.4209557496240553,26.6405290796802,26.6405290796802,0.4209557496240553,104.317752706273
quantile_0.01,1969,alosa pseudoharengus,104.317752706273,61.3582197165208,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.5781670679949396,9.420501898975793,9.420501898975793,0.5781670679949396,104.317752706273
quantile_0.01,1970,alosa pseudoharengus,106.944752690743,66.7309136498685,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.42417114834040537,26.377673611734284,26.405053543906032,0.4367270416006341,104.317752706273
quantile_0.01,1970,alosa pseudoharengus,106.944752690743,66.7309136498685,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.5583978804026777,8.658601114922494,8.758062215637766,0.5740942699420742,104.317752706273
quantile_0.01,1971,alosa pseudoharengus,104.317752706273,65.5073366966161,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.42480214704912017,26.183900353577368,26.149235380937352,0.41288140030018994,106.944752690743
quantile_0.01,1971,alosa pseudoharengus,104.317752706273,65.5073366966161,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.58055979791648,9.589873956256088,9.477124510364952,0.5645060010519988,106.944752690743
quantile_0.01,1972,alosa pseudoharengus,115.015105987887,91.1123164065002,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.3872741556649844,25.9316756435785,26.0620326992034,0.4379447022851153,104.317752706273
quantile_0.01,1972,alosa pseudoharengus,115.015105987887,91.1123164065002,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.5114528664333806,9.521500367961924,9.9706040069557,0.5745320349471071,104.317752706273
quantile_0.01,1973,alosa pseudoharengus,414.600739432263,154.124491751688,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.20974103467864538,23.906480693658303,25.682915447377248,0.3838932459264794,115.015105987887
quantile_0.01,1973,alosa pseudoharengus,414.600739432263,154.124491751688,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.2722881309664792,4.991051736877177,9.60693834461573,0.5022208850586193,115.015105987887
quantile_0.01,1974,alosa pseudoharengus,465.033097787068,163.457269066814,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.17804627432493667,25.12842993469252,25.299259273373416,0.2115055057082793,414.600739432263
quantile_0.01,1974,alosa pseudoharengus,465.033097787068,163.457269066814,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.23776889467848486,6.138576017483315,5.8925690269536055,0.27705280483459177,414.600739432263
quantile_0.01,1975,alosa pseudoharengus,215.954058153204,144.558248152774,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.21761942998422926,25.02182580424826,24.65412042526095,0.17675124908100648,465.033097787068
quantile_0.01,1975,alosa pseudoharengus,215.954058153204,144.558248152774,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.29094955581948184,7.357303578533147,5.865767750437385,0.2384493657903027,465.033097787068
quantile_0.01,1976,alosa pseudoharengus,236.699847636759,90.2389362750943,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.23923771973975752,25.955588496667566,26.05573319018852,0.21679089838190346,215.954058153204
quantile_0.01,1976,alosa pseudoharengus,236.699847636759,90.2389362750943,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.31499393567139616,5.74007852252638,6.265669426626729,0.2878244565661367,215.954058153204
quantile_0.01,1977,alosa pseudoharengus,198.83142506702401,97.6173351613279,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.19989298129186756,25.254297603998374,25.00186338567623,0.24250021282592757,236.699847636759
quantile_0.01,1977,alosa pseudoharengus,198.83142506702401,97.6173351613279,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.26948329264992016,5.594588248552933,4.376028639085462,0.3192972072744036,236.699847636759
quantile_0.01,1978,alosa pseudoharengus,131.988518000225,64.392923305471,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.3127361836508371,26.9068581334933,26.082197823834385,0.2005165965118693,198.83142506702401
quantile_0.01,1978,alosa pseudoharengus,131.988518000225,64.392923305471,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.4192490241061715,8.5347148036848,5.83570181928166,0.26934232935807767,198.83142506702401
quantile_0.01,1979,alosa pseudoharengus,120.5523952577,62.0722793453273,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.3492626712389394,26.849320138748748,26.732076074485697,0.30390519985759856,131.988518000225
quantile_0.01,1979,alosa pseudoharengus,120.5523952577,62.0722793453273,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.4883010456912898,8.107028740734517,7.583888626372708,0.4240950408370312,131.988518000225
quantile_0.01,1980,alosa pseudoharengus,156.227843241926,67.6378058984292,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.2287218390401731,26.466198336442535,26.899395794509637,0.3613711869496165,120.5523952577
quantile_0.01,1980,alosa pseudoharengus,156.227843241926,67.6378058984292,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.3133124739441726,7.728212680327559,9.045826913264525,0.4766653973943452,120.5523952577
quantile_0.01,1981,alosa pseudoharengus,106.944752690743,69.2924042162605,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.41390098389397717,26.60800508461314,25.923294742002817,0.22760838233307776,156.227843241926
quantile_0.01,1981,alosa pseudoharengus,106.944752690743,69.2924042162605,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.5594535948722984,9.944532836719134,7.903668013168771,0.3138231970368098,156.227843241926
quantile_0.01,1982,alosa pseudoharengus,106.944752690743,61.4314060660316,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.39631547912091364,26.902532179921682,26.902532179921682,0.39631547912091364,106.944752690743
quantile_0.01,1982,alosa pseudoharengus,106.944752690743,61.4314060660316,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.41640046646722023,7.014556813909008,7.014556813909008,0.41640046646722023,106.944752690743
quantile_0.01,1983,alosa pseudoharengus,106.944752690743,61.4724836457547,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.417330978093471,26.105523763521767,26.105523763521767,0.417330978093471,106.944752690743
quantile_0.01,1983,alosa pseudoharengus,106.944752690743,61.4724836457547,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.2563690602644548,7.072375478713906,7.072375478713906,0.2563690602644548,106.944752690743
quantile_0.01,1984,alosa pseudoharengus,106.944752690743,61.4647190622756,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.42012792997943255,27.270292125826828,27.270292125826828,0.42012792997943255,106.944752690743
quantile_0.01,1984,alosa pseudoharengus,106.944752690743,61.4647190622756,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.5317932367954412,8.957176915479458,8.957176915479458,0.5317932367954412,106.944752690743
quantile_0.01,1985,alosa pseudoharengus,109.603697189075,71.9107529176951,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.4057799224247974,26.77029791655002,26.8042163940767,0.41803220142410835,106.944752690743
quantile_0.01,1985,alosa pseudoharengus,109.603697189075,71.9107529176951,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.41840595450547813,7.59269507895355,7.628058243756523,0.4268222933782532,106.944752690743
quantile_0.01,1986,alosa pseudoharengus,106.944752690743,61.7089718009884,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.42390142697729255,26.506404099375814,26.48290464343154,0.4113159867508378,109.603697189075
quantile_0.01,1986,alosa pseudoharengus,106.944752690743,61.7089718009884,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.5800659915156279,12.86448693286674,12.725089351937122,0.5630521367324721,109.603697189075
quantile_0.01,1987,alosa pseudoharengus,162.546960266969,67.7691665202019,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.21397758398132988,26.343079698347765,26.955144952989027,0.423849501871316,106.944752690743
quantile_0.01,1987,alosa pseudoharengus,162.546960266969,67.7691665202019,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.29572936991215476,8.054113598613217,11.03525642659191,0.5801384802228561,106.944752690743
quantile_0.01,1988,alosa pseudoharengus,168.960871093745,69.9077722434574,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.2024441179842108,26.738645446268094,26.800750149141628,0.21304702955477522,162.546960266969
quantile_0.01,1988,alosa pseudoharengus,168.960871093745,69.9077722434574,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.2744274774009464,7.061279186360724,7.130665074156672,0.2851131455245051,162.546960266969
quantile_0.01,1989,alosa pseudoharengus,165.742707049481,63.2597836672518,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.2080195769397094,25.719434425518475,25.666856899117988,0.20293265454593096,168.960871093745
quantile_0.01,1989,alosa pseudoharengus,165.742707049481,63.2597836672518,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.27784228450924403,8.072995564894226,8.036027171242335,0.27299661323802954,168.960871093745
quantile_0.01,1990,alosa pseudoharengus,205.648159483154,95.3109806527973,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.2071819139817968,25.225912231758223,25.660017966738682,0.20796018811597555,165.742707049481
quantile_0.01,1990,alosa pseudoharengus,205.648159483154,95.3109806527973,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.2830670912189832,7.380702079107309,9.313049521996145,0.28740332940179086,165.742707049481
quantile_0.01,1991,alosa pseudoharengus,396.952258013361,119.020666169105,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.21976127478977212,25.275966478442776,25.673513684293454,0.20844792671445755,205.648159483154
quantile_0.01,1991,alosa pseudoharengus,396.952258013361,119.020666169105,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.29119122931864855,6.771938359954186,8.53454454999879,0.279073105523269,205.648159483154
quantile_0.01,1992,alosa pseudoharengus,270.660916582512,115.679432840744,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.2599473711259456,25.266587066167588,25.02069108731652,0.21779267266908608,396.952258013361
quantile_0.01,1992,alosa pseudoharengus,270.660916582512,115.679432840744,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.3524038665699969,5.374512839327904,5.2035618115902755,0.29475139951730567,396.952258013361
quantile_0.01,1993,alosa pseudoharengus,178.747373764428,64.2135029054943,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.19383116440927273,24.790274339804785,23.996591707816727,0.26193200797804633,270.660916582512
quantile_0.01,1993,alosa pseudoharengus,178.747373764428,64.2135029054943,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.2664813091587923,7.155348957770874,5.029904647148367,0.34368268265317514,270.660916582512
quantile_0.01,1994,alosa pseudoharengus,215.954058153204,93.9242959765327,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.2169654088177011,25.348256121674122,25.800878120112866,0.19348490419296138,178.747373764428
quantile_0.01,1994,alosa pseudoharengus,215.954058153204,93.9242959765327,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.29668611518074595,5.055556307442682,6.406036806102996,0.2670060251365356,178.747373764428
quantile_0.01,1995,alosa pseudoharengus,414.600739432263,130.070804191398,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.21113743240478963,24.034647633157327,24.608428385607528,0.21984590005209195,215.954058153204
quantile_0.01,1995,alosa pseudoharengus,414.600739432263,130.070804191398,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.2841574037246275,4.714664134137761,5.751110034562103,0.2969253615008447,215.954058153204
quantile_0.01,1996,alosa pseudoharengus,399.869836730832,118.543913480707,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.21358277111800453,25.242403554770508,25.166308641243553,0.20741413140467968,414.600739432263
quantile_0.01,1996,alosa pseudoharengus,399.869836730832,118.543913480707,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.2841345806525557,3.8199458002352333,3.894798265513624,0.2755637864858525,414.600739432263
quantile_0.01,1997,alosa pseudoharengus,260.661398150312,98.9928167989681,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.20722798989886518,24.850574656360234,24.246781374942252,0.18691456402184578,399.869836730832
quantile_0.01,1997,alosa pseudoharengus,260.661398150312,98.9928167989681,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.30705567088207436,5.666524271491089,4.980696305548804,0.2670074856639084,399.869836730832
quantile_0.01,1998,alosa pseudoharengus,401.372310163632,123.690993093255,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.21613789185915594,24.44444097245311,24.569533825143438,0.2577941619518538,260.661398150312
quantile_0.01,1998,alosa pseudoharengus,401.372310163632,123.690993093255,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.2823867779639383,6.496549473328895,7.055884103106322,0.33403887829436085,260.661398150312
quantile_0.01,1999,alosa pseudoharengus,402.903892557808,126.647192733111,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.21271160945612685,24.877514305362062,24.880017171436947,0.21328715061366832,401.372310163632
quantile_0.01,1999,alosa pseudoharengus,402.903892557808,126.647192733111,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.26784618138673977,5.659076176728785,5.661346394345732,0.2686473475774321,401.372310163632
quantile_0.01,2000,alosa pseudoharengus,240.154267087679,115.116289064475,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.24760394612857037,26.09304148532322,25.680880751592284,0.21696742729107066,402.903892557808
quantile_0.01,2000,alosa pseudoharengus,240.154267087679,115.116289064475,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.3254541679131146,6.369081613364351,5.294345861289958,0.286761429964809,402.903892557808
quantile_0.01,2001,alosa pseudoharengus,236.699847636759,116.989798694728,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.23848109455996547,24.12280237914745,24.09365567983186,0.2414928789488615,240.154267087679
quantile_0.01,2001,alosa pseudoharengus,236.699847636759,116.989798694728,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.33741470474527174,6.06887475201,5.934344613925379,0.3418159959698087,240.154267087679
quantile_0.01,2002,alosa pseudoharengus,229.780753462727,86.8350017179524,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.22177254382580236,25.04686690419507,25.00486111359833,0.22771516704261197,236.699847636759
quantile_0.01,2002,alosa pseudoharengus,229.780753462727,86.8350017179524,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.32568415957878594,6.0935205264373415,5.893596167750758,0.3355234483098284,236.699847636759
quantile_0.01,2003,alosa pseudoharengus,236.699847636759,106.63183303264,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.24399979068511143,26.29463110591353,26.327179742760478,0.2368577466900183,229.780753462727
quantile_0.01,2003,alosa pseudoharengus,236.699847636759,106.63183303264,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.3340016806832064,5.562022893462331,5.818941751073986,0.32424645164070487,229.780753462727
quantile_0.01,2004,alosa pseudoharengus,411.074144127617,147.490038710211,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.2132188312214793,23.51958836473247,23.75352349540356,0.24397963170878803,236.699847636759
quantile_0.01,2004,alosa pseudoharengus,411.074144127617,147.490038710211,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.28828490720274835,4.983885899186866,5.506903339481671,0.3299505133681574,236.699847636759
quantile_0.01,2005,alosa pseudoharengus,222.86035009737,78.0459130172449,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.2283253237258684,26.13413079045432,25.48165462138543,0.21281832297880848,411.074144127617
quantile_0.01,2005,alosa pseudoharengus,222.86035009737,78.0459130172449,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.30099195640093546,5.357970290345788,4.687821210310414,0.2805498312573519,411.074144127617
quantile_0.01,2006,alosa pseudoharengus,480.340285514467,164.576485247907,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.17029516923771915,26.31820002815908,26.977450616163882,0.2279233554367298,222.86035009737
quantile_0.01,2006,alosa pseudoharengus,480.340285514467,164.576485247907,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.2317083922136428,5.889557041265231,6.256539351869231,0.3058405528519947,222.86035009737
quantile_0.01,2007,alosa pseudoharengus,460.078319541483,170.369827416728,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.17960939016548225,25.62128821622947,25.435104955805667,0.16941086889771723,480.340285514467
quantile_0.01,2007,alosa pseudoharengus,460.078319541483,170.369827416728,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.23643850194689375,5.68771671944377,5.7314397236649315,0.2252967185958498,480.340285514467
quantile_0.01,2008,alosa pseudoharengus,501.698227024226,173.694004449842,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.16511117859709976,25.29960160215395,25.825610345090308,0.17642850221456105,460.078319541483
quantile_0.01,2008,alosa pseudoharengus,501.698227024226,173.694004449842,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.17884167901951845,5.888505784495765,6.014262080814452,0.18615377516741563,460.078319541483
quantile_0.01,2009,alosa pseudoharengus,684.083751891418,205.206613979194,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.17153435638049366,23.016631230671152,24.586001469840838,0.16721872658190623,501.698227024226
quantile_0.01,2009,alosa pseudoharengus,684.083751891418,205.206613979194,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.2017260151418545,5.430708335789886,4.821163209614522,0.20593861744087197,501.698227024226
quantile_0.01,2010,alosa pseudoharengus,686.851717816305,230.36579571973,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.16951069797726487,24.793614471808347,24.815347164919487,0.16949396359926844,684.083751891418
quantile_0.01,2010,alosa pseudoharengus,686.851717816305,230.36579571973,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.20531058985269685,5.3074618917347784,5.312874935713157,0.2054891133073719,684.083751891418
quantile_0.01,2011,alosa pseudoharengus,703.071914267662,226.124245081599,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.1720400878331008,24.79805700275196,24.851124660957712,0.17129220696175984,686.851717816305
quantile_0.01,2011,alosa pseudoharengus,703.071914267662,226.124245081599,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.08971345533995191,4.501269412005596,4.513619985386753,0.09121149770017756,686.851717816305
quantile_0.01,2012,alosa pseudoharengus,751.340081422716,235.503248249072,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.17213793114163844,24.338957773231716,24.634135714294132,0.17400683552677218,703.071914267662
quantile_0.01,2012,alosa pseudoharengus,751.340081422716,235.503248249072,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.12568793535766687,5.6124361014976385,5.785687192115882,0.12812258615165503,703.071914267662
quantile_0.01,2013,alosa pseudoharengus,524.190067831248,174.37914437546,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.1720128295923965,26.298343156596445,24.984982535013124,0.16707641572937593,751.340081422716
quantile_0.01,2013,alosa pseudoharengus,524.190067831248,174.37914437546,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.21779616230306534,6.2301629527329965,6.72538601269445,0.20949383337404556,751.340081422716
quantile_0.01,2014,alosa pseudoharengus,538.887056834301,184.304115376362,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmax,0.18418724088732458,23.913096724284728,24.05208448485937,0.17622745651762445,524.190067831248
quantile_0.01,2014,alosa pseudoharengus,538.887056834301,184.304115376362,neus,warmedge,Actinopterygii,fish,21,benthopelagic,generalist,non-guarder,3.39,1.03,142740,2.5,19,9,coast_km,predict.sstmin,0.2119184677027182,5.344982039257782,5.316427736454706,0.20917759854900222,524.190067831248
